TS_Pcomp,TS_Pscav,TS_Texh,TS_Ntc,TS_Pmax,TS_PR,TS_Ntc_Pscav,TS_Pcomp_Pscav,Estimated engine load
59.081722,1.4653106,298.46732,10207.941,97.38289,35.883877,6856.45,40.80726,50.69572
59.081017,1.4652596,298.4688,10207.818,97.37967,35.88294,6856.4673,40.808067,50.695023
59.080307,1.4652096,298.4702,10207.699,97.37655,35.88202,6856.486,40.80886,50.694336
59.079617,1.4651611,298.4716,10207.582,97.373505,35.881126,6856.506,40.80965,50.69365
59.07894,1.4651141,298.47284,10207.467,97.37056,35.880257,6856.5264,40.81042,50.692966
59.078285,1.465068,298.47406,10207.355,97.36769,35.879414,6856.5483,40.81118,50.69229
59.07763,1.4650232,298.47522,10207.244,97.3649,35.87859,6856.5723,40.81192,50.69164
59.076996,1.4649798,298.47635,10207.138,97.3622,35.87779,6856.5957,40.81265,50.690983
59.076378,1.4649373,298.47742,10207.032,97.359566,35.87701,6856.621,40.813354,50.69034
59.075764,1.4648958,298.47845,10206.931,97.357,35.876244,6856.646,40.814056,50.6897
59.075165,1.4648554,298.47943,10206.83,97.354515,35.875515,6856.6714,40.814743,50.689075
59.07458,1.4648162,298.48032,10206.731,97.3521,35.87479,6856.6978,40.815414,50.688465
59.074005,1.464778,298.48117,10206.636,97.34974,35.874092,6856.724,40.81607,50.68786
59.073444,1.4647409,298.48206,10206.542,97.347466,35.873413,6856.751,40.81672,50.687263
59.072895,1.4647046,298.48285,10206.451,97.34524,35.87275,6856.7783,40.817352,50.686684
59.072357,1.4646692,298.4836,10206.362,97.34307,35.87211,6856.805,40.817963,50.686108
59.071835,1.464635,298.48434,10206.275,97.34097,35.871475,6856.832,40.81857,50.685547
59.071323,1.4646013,298.48502,10206.19,97.338936,35.870853,6856.8594,40.819153,50.68499
59.070816,1.4645686,298.4857,10206.106,97.336945,35.870262,6856.886,40.819736,50.684444
59.07033,1.464537,298.48633,10206.024,97.335014,35.86969,6856.914,40.820297,50.68392
59.06984,1.4645059,298.48697,10205.948,97.33312,35.86912,6856.941,40.82085,50.68339
59.069378,1.4644756,298.48752,10205.87,97.3313,35.86857,6856.9683,40.82139,50.682877
59.068916,1.4644465,298.4881,10205.794,97.32952,35.86803,6856.995,40.821915,50.68238
59.068466,1.4644179,298.48862,10205.72,97.32779,35.86751,6857.021,40.82243,50.681892
59.068035,1.4643903,298.48914,10205.649,97.32611,35.867,6857.048,40.822937,50.681404
59.067604,1.464363,298.48962,10205.579,97.32448,35.86651,6857.074,40.823425,50.680943
59.06719,1.4643368,298.4901,10205.51,97.32288,35.866024,6857.1,40.823906,50.680477
59.066776,1.4643108,298.4906,10205.443,97.32133,35.865555,6857.1255,40.824375,50.68002
59.06638,1.4642859,298.491,10205.378,97.319824,35.865105,6857.1514,40.824833,50.67958
59.06599,1.4642614,298.49142,10205.315,97.31835,35.86466,6857.177,40.82528,50.679146
59.0656,1.4642378,298.4918,10205.254,97.31693,35.864223,6857.201,40.82572,50.67872
59.06524,1.4642146,298.4922,10205.192,97.31554,35.86381,6857.225,40.826145,50.678303
59.064877,1.464192,298.49258,10205.134,97.31419,35.86341,6857.2495,40.82656,50.677902
59.06452,1.4641701,298.49292,10205.077,97.312874,35.863003,6857.2734,40.82697,50.677498
59.064167,1.4641488,298.49326,10205.022,97.3116,35.862606,6857.2974,40.82737,50.677113
59.063835,1.4641279,298.49362,10204.966,97.310356,35.862236,6857.32,40.827755,50.676735
59.063515,1.4641076,298.4939,10204.913,97.30914,35.86187,6857.3433,40.828136,50.67636
59.063187,1.464088,298.4942,10204.861,97.30797,35.861507,6857.365,40.8285,50.675995
59.062878,1.4640687,298.4945,10204.81,97.306816,35.861153,6857.3877,40.828865,50.675644
59.062576,1.4640499,298.49475,10204.762,97.3057,35.86083,6857.409,40.829216,50.675293
59.06227,1.4640316,298.49503,10204.713,97.30462,35.86049,6857.43,40.829556,50.67496
59.061977,1.4640139,298.4953,10204.666,97.30355,35.860172,6857.4517,40.829895,50.674625
59.0617,1.4639965,298.49554,10204.621,97.30253,35.85986,6857.4717,40.830215,50.674305
59.06142,1.4639798,298.49576,10204.576,97.30152,35.85955,6857.492,40.830536,50.67399
59.061153,1.4639633,298.496,10204.532,97.300545,35.859253,6857.5117,40.83085,50.673683
59.060886,1.4639475,298.49625,10204.49,97.2996,35.85896,6857.5312,40.831154,50.673378
59.06063,1.4639318,298.49643,10204.449,97.298676,35.858677,6857.5503,40.831448,50.673088
59.060375,1.4639165,298.49667,10204.407,97.297775,35.858406,6857.5684,40.831734,50.672802
59.06013,1.4639016,298.49686,10204.368,97.29689,35.858143,6857.587,40.832016,50.672512
59.059895,1.4638873,298.49707,10204.331,97.29605,35.857872,6857.6055,40.832294,50.672245
59.05966,1.4638734,298.49722,10204.292,97.29521,35.857628,6857.623,40.832558,50.671978
